question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
～語,～ご,어,"word, language",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
公園,こうえん,"공원, 놀이터, 놀이 동산",a park,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
交差点,こうさてん,교차로,intersection,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
紅茶,こうちゃ,홍차,black tea,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
交番,こうばん,"파출소, 교번",police box,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
声,こえ,"목소리, 소리",voice,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
コート,コート,"코트, 경기장, 법정","coat; court (e.g., tennis)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
コーヒー,コーヒー,커피,coffee,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ここ,ここ,"여기, 이곳, 개개","here, this place",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
午後,ごご,오후,"afternoon, P.M.",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
九日,ここのか,"아흐렛날, 구 일",nine days; ninth day of the month,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
九つ,ここのつ,"아홉, 아홉 살",nine things,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
午前,ごぜん,"오전, 모닝, 아침","morning, A.M.",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
答える,こたえる,"대답하다, 답하다, 답변하다","to answer, to reply",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
こちら,こちら,이쪽,this person (polite); this way (polite),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
こっち,こっち,"이쪽, 이편",this person; this direction; this side,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
コップ,コップ,컵,a tumbler; a glass,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
今年,ことし,"올해, 금년",this year,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
言葉,ことば,말,language; word(s); expression(s),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
子供,こども,"아이, 애, 어린이",child(ren),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
この,この,"이, 요",this,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
御飯,ごはん,밥,rice (cooked); meal,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
コピーする,コピーする,복사하다,to copy,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
困る,こまる,"곤란하다, 난처하다","to be bothered, to have difficulty",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
これ,これ,"이것, 이거",this one,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～ころ; ～ごろ,～ころ; ～ごろ,"무렵, 적, 녘","about, toward, approximately (time)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
今月,こんげつ,이달,this month,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
今週,こんしゅう,"이번 주, 금주",this week,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
こんな,こんな,"이러한, 이런","such, like this",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
今晩,こんばん,오늘 밤,"tonight, this evening",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
さあ,さあ,"어서, 글쎄, 자","come now, well",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～歳,～さい,"세, 살",~ years old,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
財布,さいふ,"지갑, 포켓판 책, 포켓북",wallet,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
魚,さかな,"물고기, 고기, 생선",fish,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
先,さき,"앞, 끝","future; recent, previous",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
咲く,さく,피다,to bloom,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
作文,さくぶん,"작문, 글짓기",essay; composition,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
差す,さす,"쓰다, 차다","to raise (stretch out) hands, to raise (e.g., umbrella)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～冊,～さつ,권,counter for books,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
雑誌,ざっし,"잡지, 군사지원단, 화상파일확장자","magazine, journal",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
砂糖,さとう,설탕,sugar,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
寒い,さむい,춥다,cold (in reference to weather),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
さ来年,さらいねん,다다음 해,year after next,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～さん,～さん,"씨, 삼, 셋","Mr. ~, Ms. ~",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
三,さん,"셋, 삼, 세",three,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
散歩,さんぽ (する),산책,"walk, stroll",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
四,し,"넷, 사, 네",four,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～時,～じ,"시, 시간, 때",~ o'clock (time),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
塩,しお,소금,salt,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
しかし,しかし,"그러나, 하지만, 그렇지만",however; but,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
時間,じかん,시간,time,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～時間,～じかん,시간,~ hours,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
仕事,しごと,"일, 직업, 업무","work, job, occupation, employment",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
辞書,じしょ,"사전, 형태소 사전",dictionary,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
静か,しずか,"조용한 모양, 고요한 모양","quiet, calm",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
下,した,"아래, 하, 아랫도리","under, below, beneath",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
七,しち,"일곱, 칠",seven,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
質問,しつもん,질문,"question, inquiry",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
自転車,じてんしゃ,자전거,bicycle,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
自動車,じどうしゃ,자동차,automobile,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
死ぬ,しぬ,"죽다, 눈감다",to die,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
字引,じびき,사전,dictionary,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
自分,じぶん,"자신, 자기","myself, oneself",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
閉まる,しまる,닫히다,"to close, to be closed",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
閉める,しめる,"닫다, 화면위로이동, 롤 업","to close, to shut",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
締める,しめる,"매다, 닫다, 짜내다","to tie, to fasten, to tighten",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
じゃ; じゃあ,じゃ; じゃあ,그럼,"well, well then",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
写真,しゃしん,사진,a picture; a photograph,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
シャツ,シャツ,"셔츠, 샤쓰",shirt,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
シャワー,シャワー,샤워,shower,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
十,じゅう,"십, 열, 열 살",ten,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～中,～じゅう,"가운데, 안, 중","during, while",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～週間,～しゅうかん,주간,~ weeks,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
授業,じゅぎょう,수업,a class (of school),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
宿題,しゅくだい,숙제,homework,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
上手,じょうず,"능숙함, 상수, 위쪽","be good at, skillful",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
丈夫,じょうぶ,"건강함, 튼튼함, 확실함","strong, solid, durable",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
醤油,しょうゆ,"간장, 소이소오스, 간장색",soy sauce,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
食堂,しょくどう,"식당, 선열당, 런치룸","cafeteria, dining hall",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
知る,しる,알다,"to know, to understand",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
白,しろ,"흰색, 하양, 백",white,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
白い,しろい,"희다, 하얗다",white,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～人,～じん,"사람, 인, 이",counter for people,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
新聞,しんぶん,신문,newspaper,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
水曜日,すいようび,수요일,Wednesday,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
吸う,すう,"들이마시다, 마시다, 빨다","to breathe in, to suck",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
スカート,スカート,"치마, 스커트, 스커트보드",skirt,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
好き,すき,좋아함,"liking, fondness, love",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～すぎ,～すぎ,"삼나무, 지나침","past; to exceed, ~ too much",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
少ない,すくない,적다,a little; a few,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
すぐに,すぐに,"즉시, 곧, 금방","immediately, soon",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
少し,すこし,"조금, 약간, 좀","little, few",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
涼しい,すずしい,"시원하다, 서늘하다, 선선하다","cool, refreshing (in reference to weather)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～ずつ,～ずつ,~씩,at a time,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ストーブ,ストーブ,"난로, 스토브",heater (lit: stove),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
スプーン,スプーン,"숟가락, 숟갈, 스푼류",spoon,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
スポーツ,スポーツ,스포츠,sport(s),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ズボン,ズボン,바지,trousers,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
住む,すむ,살다,"to reside, to live in",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
する,する,"하다, 찍다, 인쇄하다","to do, to try; to wear small items (e.g., necktie, watch, etc.)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
座る,すわる,"앉다, 연좌파업",to sit,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
背,せい,키,"(one's) height, stature",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
生徒,せいと,학생,student; pupil,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
セーター,セーター,스웨터,sweater,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
石鹸,せっけん,비누,soap,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
背広,せびろ,"양복, 라운지 슈트, 비즈니스 슈트",men's suit,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
狭い,せまい,좁다,narrow; not spacious,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ゼロ,ゼロ,"제로, 공, 영",zero,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
千,せん,천,thousand,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
先月,せんげつ,"지난달, 전월",last month,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
先週,せんしゅう,지난주,last week,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
先生,せんせい,"선생, 선생님, 스승","teacher, professor; master; doctor",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
洗濯,せんたく,"세탁, 빨래","washing, laundry",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
全部,ぜんぶ,"전부, 다, 모두","all, entire, whole",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そう; そうです,そう; そうです,"그래, 그렇게, 승","yes; appears, to be the case",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
掃除,そうじ (する),청소,"cleaning, sweeping",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そうして; そして,そうして; そして,그리고,"and, like that",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そこ,そこ,"그곳, 거기, 밑","that place, there; bottom, sole",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そちら,そちら,그쪽,over there,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そっち,そっち,"그쪽, 그곳, 거기",over there,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
外,そと,"밖, 바깥","outside, exterior",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
その,その,"그, 동산, 뜰",that,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
そば,そば,"곁, 메밀 국수, 옆","near, close, beside; Japanese traditional buckwheat noodle",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
空,そら,"하늘, 허공, 빔",sky,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
それ,それ,"그것, 그거",that one,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
それから,それから,"그리고, 그 다음에, 그래서","and then, after that",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
それでは,それでは,"그럼, 그러면","in that situation, well then...",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～台,～だい,대,counter for vehicles; machines,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大学,だいがく,"대학, 대학교, 종합대학",college; university,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大使館,たいしかん,대사관,embassy,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大丈夫,だいじょうぶ,"괜찮음, 걱정 없음, 문제없음",It's ok (all right); No need to worry; Everything is under control,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大好き,だいすき,"매우 좋아함, 몹시 좋아하는 모양","very like-able, like very much",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大切,たいせつ,"중요, 귀중, 소중",important,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
台所,だいどころ,"부엌, 주방",kitchen,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
大変,たいへん,"큰일, 매우, 몹시","very; difficult, hard",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
高い,たかい,"높다, 비싸다, 귀하다","tall, high; expensive",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～だけ,～だけ,"만큼, 대로, 데까지","only ~, just ~, as ~",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
沢山,たくさん,많이,"many, much",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
タクシー,タクシー,"택시, 모터캐브, 모터 캡",taxi,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
出す,だす,"내다, 내놓다",to take (something) out; to hand in (something),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～たち,～たち,~들,plural suffix,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
立つ,たつ,"서다, 일어나다, 일어서다",to stand up,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
たて,たて,"방패, 세로","length, height",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
建物,たてもの,건물,building,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
楽しい,たのしい,"즐겁다, 신나는, 졸리","enjoyable, fun",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
頼む,たのむ,"부탁하다, 빌다, 사정하다","to request, to ask (a favor)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
たばこ,たばこ,담배,"tobacco, cigarettes",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
多分,たぶん,"아마, 아마도","perhaps, probably, maybe",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
食べ物,たべもの,"음식, 먹을거리, 음식물",food,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
食べる,たべる,먹다,to eat,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
卵,たまご,"달걀, 알, 계란",egg,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
誰,だれ,"누구, 아무",who,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
誰か,だれか,"누군가, 누구",someone,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
誕生日,たんじょうび,생일,birthday,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
段々,だんだん,"점점, 점차, 차츰","gradually, by degrees",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
小さい,ちいさい,"작다, 작은, 조그맣다","small, little",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
小さな,ちいさな,"작은, 자그마한, 조그만","small, little",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
近い,ちかい,가깝다,"near, close by, short",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
違う,ちがう,"다르다, 틀리다, 아니다",to be different; to differ; wrong,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
近く,ちかく,"가까이, 근방",nearby; in the neighborhood,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
地下鉄,ちかてつ,"지하철, 전철, 도시 철도","underground train, subway",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
地図,ちず,지도,a map,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
父,ちち,아버지,(my) father,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
茶色,ちゃいろ,"갈색, 적갈, 다갈색",brown,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
茶碗,ちゃわん,"밥그릇, 공기, 찻잔",rice bowl,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
丁度,ちょうど,"꼭, 마치, 마침","just, right, exactly",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ちょっと,ちょっと,"조금, 좀","a little, somewhat; just a little, somewhat",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
使う,つかう,"쓰다, 사용하다",to use,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
疲れる,つかれる,"지치다, 피로해지다, 낡다",to get (become) tired; to become fatigued,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
次,つぎ,"다음, 차",next,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
着く,つく,"닿다, 도착하다","to arrive at, to reach",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
机,つくえ,책상,desk,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
作る,つくる,"만들다, 짓다, 이루다","to make, to create",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
つける,つける,"붙이다, 달다, 차다","to turn on (e.g., a light); to take",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
勤める,つとめる,"근무하다, 종사하다",to work (for),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
つまらない,つまらない,"재미없다, 싱겁다, 사소하다","boring, dull; insignificant",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
冷たい,つめたい,"차갑다, 차다, 냉정하다","cold (things, people)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
強い,つよい,"강하다, 세다, 독하다","strong, powerful",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
手,て,"손, 손바닥, 손가락",hand,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
テープ,テープ,"테이프, 크로노그래프 테이프",tape,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
テープレコーダー,テープレコーダー,테이프 레코더,tape recorder,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
テーブル,テーブル,"테이블, 탭스, 제어테이블",table,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
出かける,でかける,외출하다,to go out; to depart,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
手紙,てがみ,편지,letter,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
できる,できる,"할 수 있다, 되다, 잘하다",to be able to (to accomplish),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
出口,でぐち,"출구, 나가는 문",an exit,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
テスト,テスト,"테스트, 시험",test,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
では,では,그럼,"then, well, so",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
デパート,デパート,"백화점, 데파트먼트 스토아",(abbr.) department store,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
でも,でも,"그래도, 그렇지만, 데모","but, however",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
出る,でる,"나가다, 나아가다, 나오다","to appear, to leave",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
テレビ,テレビ,"텔레비전, 티브이","television, TV",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
天気,てんき,"날씨, 일기",weather,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
電気,でんき,전기,"electricity, (electric) light",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
電車,でんしゃ,"전차, 전철, 전기자동차",electric train,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
電話,でんわ,"전화, 전화하기, 전화호출",a telephone,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
戸,と,"호, 문, 문짝",door (Japanese style),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～度,～ど,"적도, 때, 번",counter for occurrences; ~ degree; ~ point,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ドア,ドア,문,door (Western style),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
トイレ,トイレ,화장실,bathroom; toilet,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どう,どう,"어떻게, 어떤, 동","how, in what way",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どうして,どうして,"어째서, 왜, 어찌","why, for what reason",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どうぞ,どうぞ,"부디, 아무쪼록, 어서","please, kindly, by all means",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
動物,どうぶつ,동물,animal,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どうも,どうも,"어쩐지, 정말, 참",Thank you; somehow; no matter how hard one may try,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
遠い,とおい,멀다,"far (away), distant",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
十日,とおか,"열흘, 십 일",ten days; tenth day of the month,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
時々,ときどき,"가끔, 때로, 때때로",sometimes,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
時計,とけい,"시계, 손목시계, 계시원",a watch; a clock,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どこ,どこ,"어디, 아무 데","where, what place",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
所,ところ,"데, 곳",place,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
年,とし,"년, 해, 나이","year, age",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
図書館,としょかん,"도서관, 애서니엄, 아테네 신전",library,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どちら,どちら,"어느 쪽, 어느 방향, 어느 것",which (one) (way); where (polite),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どっち,どっち,"어느 쪽, 어디","which one, which way",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
とても,とても,"매우, 아주, 몹시","very (much), greatly, exceedingly",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どなた,どなた,"어느 분, 누구",who,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
隣,となり,"옆, 이웃","next to, next door to",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どの,どの,어느,which,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
飛ぶ,とぶ,"날다, 급히 달려가다, 튀다","to fly, to hop",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
止まる,とまる,"멈추다, 멎다, 서다",to come to a halt,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
友達,ともだち,친구,friend,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
土曜日,どようび,토요일,Saturday,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
鳥,とり,새,"chicken (lit., bird)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
鶏肉,とりにく,"닭고기, 계육",chicken meat,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
取る,とる,"취하다, 집다, 잡다",to take (a class); to get (a grade),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
撮る,とる,찍다,"to take (a photo), to make (a film)",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どれ,どれ,"어느 것, 어떤 것, 어디",which one,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
どんな,どんな,"어떤, 어떠한, 어쩐","what, what kind of",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ない,ない,없다,"there isn't, doesn't have",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
ナイフ,ナイフ,"나이프, 칼",knife,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
中,なか,"가운데, 안, 중","inside, middle, among",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
長い,ながい,"길이가 길다, 길다, 오래다","long, lengthy",2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
鳴く,なく,울다,to make sound (animal),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
無くす,なくす,"없애다, 잃다, 잃어버리다",to lose something,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
なぜ,なぜ,"왜, 어째서, 어찌",why (same as どうして),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
夏,なつ,여름,summer,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
夏休み,なつやすみ,"여름방학, 여름휴가",summer vacation,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
～など,～など,"등, 따위",et cetera,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
七つ,ななつ,"일곱, 일곱 살",seven things,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
何,なん; なに,무엇,what,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
七日,なのか,"일곱 날, 칠 일",seven days; seventh day (of the month),2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
名前,なまえ,"이름, 모니커",name,2.5,12,2026-02-03 14:42:40,2026-02-03 14:42:40
