question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
片道,かたみち,편도,one-way (trip),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
傾く,かたむく,"기울다, 쏠리다","to incline toward, to slant, to lurch",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
片寄る,かたよる,"치우치다, 기울다","to be one-sided, to incline, to be partial",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～がち,～がち,"그러한 경향이나 상태의 빈도수가 잦음을 나타냄, 아치",tend to do ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
学科,がっか,학과,"study subject, course of study",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
学会,がっかい,학회,academic conference,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
学級,がっきゅう,학급,class,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
担ぐ,かつぐ,"메다, 지다, 짊어지다","to shoulder, to carry on shoulder",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
括弧,かっこ,괄호,"parenthesis, brackets",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
活字,かつじ,"활자, 인쇄 방식, 프린팅 방식",printing type,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
勝手に,かってに,멋대로,"arbitrarily,",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
活力,かつりょく,활력,"vitality, energy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
仮名,かな,"가나, 가명",kana,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
仮名遣い,かなづかい,가나 표기법,"kana orthography, syllabary spelling",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
加熱,かねつ,가열,heating,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
兼ねる,かねる,겸하다,to simultaneously serve two or more functions,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
カバー,カバー,"커버, 덮개, 뚜껑","cover (e.g., book)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
過半数,かはんすう,"과반수, 절대 다수, 절대 과반수",majority,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
かび (～がはえる),かび (～がはえる),"곰팡이, 화려","mold, mildew",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
被せる,かぶせる,"덮다, 씌우다, 끼얹다",to cover (with something),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
釜,かま,"가마, 솥, 가마솥","iron pot, kettle",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
構いません,かまいません,상관 없습니다,it's all right; one doesn’t mind,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
紙屑,かみくず,"휴지, 댐지, 못 쓰는 종이",wastepaper,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
神様,かみさま,"하느님, 하나님",god,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
剃刀,かみそり,면도칼,razor,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ガム,ガム,껌,chewing gum,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
貨物,かもつ,화물,"cargo, freight",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
カラー,カラー,"색깔, 컬러","collar, color",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
からかう,からかう,"놀리다, 조롱하다","to ridicule, to make fun of",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
空っぽ,からっぽ,"텅 빔, 아무것도 없음","empty, vacant, hollow",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
かるた,かるた,"카르타, 일본 카드 놀이",playing cards (POR: carta),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
枯れる,かれる,시들다,"to wither, to die (plant), to be blasted (plant)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
カロリー,カロリー,"칼로리, 열량",calorie,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
可愛がる,かわいがる,귀여워하다,"to love, to be affectionate",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
為替,かわせ,"환율, 환, 머니오더","money order, exchange",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
瓦,かわら,기와,roof tile,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～刊,～かん,"눈치, 직감, 권","~ issued (magazine, newspaper)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～間,～かん,"사이, 동안, 틈","between, during",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～巻,～かん,"두루마리, 권, 감기",volume,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～館,～かん,관,"~ hall, ~ building",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～感,～かん,느낌,"feeling, sense, impression",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
換気,かんき,환기,ventilation,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
感激,かんげき,감격,"deep emotion, impression, inspiration",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
関西,かんさい,관서,"south-western half of Japan, including Osaka",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
元日,がんじつ,"원단, 1월 1일",New Year's Day,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
鑑賞,かんしょう,감상,appreciation,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
感ずる,かんずる,"느끼다, 감동하다, 반응하다","to feel, to sense",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
間接,かんせつ,간접,"indirect, indirectness",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
観測,かんそく,관측,observation,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
寒帯,かんたい,한대,frigid zone,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
官庁,かんちょう,관청,"government office, authorities",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
勘違い,かんちがい,"착각, 잘못 생각함","misunderstanding, wrong guess",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
缶詰,かんづめ,"통조림 식품, 통조림","canning, canned goods,",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
乾電池,かんでんち,"건전지, 건전기, 건식단전지","dry cell, battery",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
関東,かんとう,관동,"eastern half of Japan, including Tokyo",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
観念,かんねん,관념,"idea, notion; sense",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
乾杯,かんぱい,건배,Cheers! (a toast),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
看板,かんばん,"간판, 사인 보드, 부서 명판","sign, signboard",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
看病,かんびょう,"간병, 간호, 병구완",nursing (a patient),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
冠,かんむり,"관, 한자 부수의 윗머리","crown, wreath",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
漢和,かんわ,완화,"Chinese Character-Japanese (e.g., dictionary)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～期,～き,"기간, 기","~age, ~period",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～器,～き,그릇,"device, equipment",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～機,～き,"비행기 단위, 베틀, 기계",machine,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
気圧,きあつ,기압,atmospheric pressure,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
着替え,きがえ,옷을 갈아입음,"changing clothes, change of clothes",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
着替える,きがえる,"갈아입다, 옷을 갈아입다",to change (one's) clothes,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
機関車,きかんしゃ,"기관차, 기관차엔진","locomotive, engine",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
飢饉,ききん,기근,famine,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
器具,きぐ,"기구, 가구조작",instrument,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
記号,きごう,"기호, 세뇨","symbol, code",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
刻む,きざむ,"썰다, 새기다, 파다","to mince, to carve, to engrave",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
儀式,ぎしき,의식,"ceremony, rite, ritual",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
基準,きじゅん,기준,"standard, basis, criteria",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
規準,きじゅん,규준,"standard, basis, criteria",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
起床,きしょう,기상,"rising, getting out of bed",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
着せる,きせる,입히다,to put on clothes,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
基礎,きそ,"기초, 토대, 바탕","foundation, basis",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
基地,きち,기지,base,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
きっかけ,きっかけ,"계기, 동기","prompt, trigger, cue",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ぎっしり,ぎっしり,"가득, 잔뜩, 꽉","tightly, fully",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
基盤,きばん,"기반, 기초바닥, 단단한 지면","foundation, basis",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～気味,～ぎみ,기미,slightly ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
客席,きゃくせき,객석,guest seating,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
客間,きゃくま,"객실, 예비실, 객실 게스트 룸","parlor, guest room",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ギャング,ギャング,"갱, 폭력단",gang,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
キャンパス,キャンパス,캠퍼스,campus,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
休業,きゅうぎょう,"휴업, 업무정지","closure, shutdown, holiday",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
休講,きゅうこう,휴강,lecture canceled,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
給与,きゅうよ,"급여, 급료및수당, 급료지급수표",salary,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
休養,きゅうよう,휴양,"rest, break, recreation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
清い,きよい,"맑다, 깨끗하다","clear, pure, noble",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～教,～きょう,"오늘, 금일",religion,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～行,～ぎょう,"행, 줄","line, row",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～業,～ぎょう,"일, 업, 업보",type of business,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
強化,きょうか,"강화, 영상 강화법","strengthen, intensify, reinforce",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
境界,きょうかい,"경계, 경계변, 의판선",boundary,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
共産～,きょうさん～,"공산, 재산공유",communist ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
行事,ぎょうじ,행사,"event, function",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
恐縮,きょうしゅく,"죄송스러움, 죄송, 송구",sorry to trouble,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
教養,きょうよう,교양,"culture, education, sophistication",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
行列,ぎょうれつ,"행렬, 줄을 섬","line, procession; matrix (math)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
漁業,ぎょぎょう,어업,fishing (industry),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
曲線,きょくせん,"곡선, 벤드라인, 굽힘선",curve,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
規律,きりつ,"규율, 질서","order, rules, law",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
斬る,きる,"베다, 죽이다","to behead, to murder",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～きる,～きる,"자르다, 베다, 끊다","nevertheless, to carry through",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～切れ,～きれ,"조각, 토막, 헝겊",out of ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
気を付ける,きをつける,"조심하다, 주의하다","to be careful, to pay attention, to take care",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
金魚,きんぎょ,금붕어,goldfish,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
区域,くいき,구역,"zone, district, area",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
空～,くう～,"하늘, 허공, 빔",empty ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
偶数,ぐうすう,"짝수, 짝수 번호의",even number,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
空想,くうそう,공상,"daydream, fantasy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
空中,くうちゅう,"공중, 비행 중인","sky, air",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
クーラー,クーラー,"냉각기, 에어컨, 쿨러",air conditioner,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
釘,くぎ,못,nail,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
区切る,くぎる,"단락을 짓다, 구획 짓다","to punctuate, to cut off, to mark off",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
櫛,くし,빗,comb,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くしゃみ,くしゃみ,재채기,sneeze,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
苦情,くじょう,"고충, 불평, 불만","complaint, grievance, grumble",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
苦心,くしん,고심,"pain, trouble",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
屑,くず,쓰레기,"waste, scrap",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
崩す,くずす,"무너뜨리다, 헐다","to destroy, to make change (money)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
薬指,くすりゆび,"약지, 약손가락, 무명지",ring finger,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
崩れる,くずれる,"무너지다, 허물어지다","to collapse, to crumble",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
砕く,くだく,"부수다, 깨뜨리다, 쳐부수다","to break, to smash",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
砕ける,くだける,"부서지다, 깨지다, 꺾이다","to break, to be broken",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くたびれる,くたびれる,지치다,"to get tired, to wear out",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くだらない,くだらない,"시시한, 하찮다, 시시하다","good-for-nothing, stupid, worthless",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～口,～くち,입,"~ opening; ~ entrance, ~ exit",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
唇,くちびる,입술,lip,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
口紅,くちべに,립스틱,lipstick,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くっつく,くっつく,"달라붙다, 붙다, 묻다","to adhere to, to keep close to",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くっつける,くっつける,"붙이다, 끌어들이다",to attach,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くどい,くどい,"느끼하다, 칙칙하다, 끈덕지다","verbose, importunate, heavy (taste)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
句読点,くとうてん,"구두점, 구두 기호, 문장부호",punctuation marks,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
配る,くばる,"분배하다, 나누어 주다, 배포하다","to distribute, to deliver",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
工夫,くふう,"궁리, 고안","device, artifice, ingenuity",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
区分,くぶん,구분,"division, section, classification",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
組合せ,くみあわせ,"조합, 편성",combination,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
組み立てる,くみたてる,"조립하다, 구성하다","to assemble, to set up, to construct",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
悔やむ,くやむ,"후회하다, 애도하다","to regret, to mourn",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
クリーニング,クリーニング,"클리닝, 세탁, 드라이클리닝","cleaning, dry cleaning, laundry service",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くるむ,くるむ,"싸다, 감싸다","to be enveloped by, to wrap up",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
くれぐれも,くれぐれも,"부디, 아무쪼록, 모쪼록","repeatedly, sincerely, earnestly",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～家,～け,"집, 집안","~'s family, the house of ~",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～形,～けい,"형태, 모양",shape of ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～系,～けい,계,"~ system, ~ lineage, ~ group",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
稽古,けいこ,"배움, 익힘","practice, training, study",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
敬語,けいご,"경어, 높임말, 존댓말","honorific language (lit., respect language)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
蛍光灯,けいこうとう,형광등,fluorescent lamp,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
形式,けいしき,형식,"form, formality, format",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
継続,けいぞく,계속,continuation,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
毛糸,けいと,"털실, 방모사",knitting wool,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
経度,けいど,경도,longitude,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
系統,けいとう,"계통, 계통발생, 늘음률","system, genealogy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
芸能,げいのう,"예능, 연예, 공연예술","public entertainment, performing arts",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
競馬,けいば,경마,horse racing,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
警備,けいび,"경비, 규정된방법","defense, guard, policing, security",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
形容詞,けいようし,형용사,adjective,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
形容動詞,けいようどうし,형용동사,"adjectival noun, quasi-adjective",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
外科,げか,외과,surgical department,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
毛皮,けがわ,모피,"fur, skin, pelt",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
激増,げきぞう,격증,sudden increase,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
下車,げしゃ,"하차, 플로어 롤러, 문바퀴","alighting, getting off",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
下旬,げじゅん,하순,month (last third of),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
下水,げすい,하수,"drainage, sewage, ditch, gutter, sewerage",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
削る,けずる,"깎다, 줄이다","to cut down little by little, to take a percentage",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
桁,けた,"자릿수, 규모","column, beam, digit",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
下駄,げた,"왜나막신, 게다","(Japanese footwear), wooden clogs",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
血圧,けつあつ,혈압,blood pressure,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
月給,げっきゅう,월급,monthly salary,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
傑作,けっさく,"걸작, 명작","masterpiece, best work",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
月末,げつまつ,월말,end of the month,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
気配,けはい,"분위기, 기미, 낌새","indication, sign, hint",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
下品,げひん,"품위 없음, 격이 낮음, 하품","vulgar, indecent, coarse",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
煙い,けむい,매캐하다,smoky,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
険しい,けわしい,"험하다, 험악하다","steep, rugged; severe",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～圏,～けん,권,"bloc, sphere, area",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
現～,げん～,"현재의, 현직의","present, incumbent",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
見学,けんがく,견학,"tour, study by observation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
謙虚,けんきょ,겸허,"modesty, humble",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
原稿,げんこう,원고,"manuscript, copy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
原産,げんさん,원산,place of origin,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
原始,げんし,원시,"origin, primeval",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
研修,けんしゅう,연수,training,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
厳重,げんじゅう,엄중,"strict, severe, firm",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
謙遜,けんそん,겸손,"humble, humility, modesty",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
県庁,けんちょう,"현청, 한국의 도청에 해당",prefectural office,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
限度,げんど,한도,"limit, bounds",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
現に,げんに,"실제로, 지금","actually, really",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
顕微鏡,けんびきょう,"현미경, 위상차현미경",microscope,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
懸命,けんめい,힘껏 함,"eagerness, strenuous",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
原理,げんり,"원리, 기본요인","principle, theory, fundamental truth",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
原料,げんりょう,원료,raw materials,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
小～,こ～,소,small ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
恋しい,こいしい,그립다,"dear, beloved; to miss",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高～,こう～,"고~, 고, 분량",high (level) ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～校,～こう,교,counter for school,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～港,～こう,항구,~ port,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～号,～ごう,호,counter for magazine; the name of ship,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
工員,こういん,"공원, 공장노동자",factory worker,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
強引,ごういん,"강제, 강행, 억지","forcible, assertive, pushy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公害,こうがい,공해,"public nuisance, pollution",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高級,こうきゅう,"고급, 프리미엄급",high class; first-rate,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公共,こうきょう,공공,"public, community, communal",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
工芸,こうげい,"공예, 산업예술, 전문 기술",industrial arts,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
孝行,こうこう,효도,filial piety,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
交差,こうさ,교차,cross,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
講師,こうし,강사,lecturer,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
工事,こうじ,공사,construction work,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公式,こうしき,공식,"formula, formality, official",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
口実,こうじつ,"구실, 들러리 후보, 몸을 숨기기 위한 말",excuse,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
こうして,こうして,"이렇게 해서, 이렇게, 이와 같이","like this, with this",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公衆,こうしゅう,공중,the public,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
香水,こうすい,향수,perfume,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
功績,こうせき,공적,"achievements, merit",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
光線,こうせん,"광선, 빛 빔, 광선살","beam, light ray",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高層,こうそう,고층,"tall, high rise",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
構造,こうぞう,"구조, 토양 구조, 지반 구조","structure, construction",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
交替,こうたい,슈퍼세션,"change, relief, alteration",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
耕地,こうち,"경지, 경작지",arable land,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
交通機関,こうつうきかん,"교통 기관, 통신 수단, 수송 방식",transportation facilities,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
校庭,こうてい,"교정, 헛통, 아동공원",school yard,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
肯定,こうてい,긍정,"positive, affirmation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高度,こうど,고도,"altitude, height; advanced",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高等,こうとう,고등,"high class, high grade",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
合同,ごうどう,합동,"combination, incorporation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
高等学校,こうとうがっこう,"고등학교, 고교, 하이스쿨",senior high school,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公表,こうひょう,공표,"official announcement, proclamation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
鉱物,こうぶつ,"광물, 광물질류, 미네랄제",mineral,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
公務,こうむ,공무,"official business, public business",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
項目,こうもく,"항목, 절목",item,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
紅葉,こうよう,단풍,fall colors (of leaves),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
合理,ごうり,합리,rational,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
交流,こうりゅう,"교류, 교류전기, 알터네이팅 커런트",exchange; alternating current,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
合流,ごうりゅう,합류,"confluence, merge, join",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
効力,こうりょく,효력,"effect, efficacy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
コース,コース,코스,course,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
