question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
音,おん,"소리, 음","sound, note",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
恩,おん,은혜,"favor, obligation, debt of gratitude",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
温暖,おんだん,온난,warmth,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
温度,おんど,온도,temperature,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
可,か,"좋음, 가",passable,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
蚊,か,모기,mosquito,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
課,か,과,"department, division",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
カー,カー,"카, 차",car,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
カード,カード,카드,"card, curd",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
貝,かい,조개,"shell, shellfish",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
害,がい,해,"harm, damage",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
会員,かいいん,회원,"member, the membership",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
絵画,かいが,"회화, 미술","picture, painting",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
海外,かいがい,"해외, 외국의 해외의, 해외행의","foreign, abroad, overseas",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
会計,かいけい,"회계, 투자수지, 금융 계정","account, finance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
解決,かいけつ,해결,"settlement, solution, resolution",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
会合,かいごう,회합,"meeting, assembly",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
外交,がいこう,외교,diplomacy,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
開始,かいし,개시,"start, commencement, beginning",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
解釈,かいしゃく,해석,"explanation, interpretation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
外出,がいしゅつ,외출,"outing, going out",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
改善,かいぜん,개선,"betterment, improvement",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
快適,かいてき,쾌적,"pleasant, agreeable",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
回復,かいふく,"회복, 반등, 방사선 영향의 회복","recovery (from illness), rehabilitation, restoration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
飼う,かう,"기르다, 키우다",to keep; to own (a pet); to raise; to feed,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
帰す,かえす,돌려보내다,to send back,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
代える,かえる,"대신하다, 교대하다","to exchange, to interchange, to substitute",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
替える,かえる,"바꾸다, 교환하다","to exchange, to interchange, to substitute",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
換える,かえる,"바꾸다, 교환하다","to exchange, to interchange, to substitute",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
反る,かえる,"뒤집다, 뒤집히다, 거꾸로 되다","to warp, to be warped, to curve",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
香り,かおり,향기,"aroma, fragrance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
画家,がか,화가,painter,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
抱える,かかえる,"안다, 껴안다",to hold or carry under or in the arms,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
価格,かかく,가격,"price, value",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
化学,かがく,화학,chemistry,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
輝く,かがやく,"빛나다, 에이 등","to shine, to glitter, to sparkle",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
係,かかり,"담당, 관계, 관련",person in charge,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
罹る,かかる,걸리다,to suffer from,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
限る,かぎる,"한정하다, 제한하다, 한하다","to restrict, to limit, to confine",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
掻く,かく,긁다,to scratch,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
嗅ぐ,かぐ,"냄새 맡다, 탐지하다, 맡다","to sniff, to smell",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
家具,かぐ,가구,furniture,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
学,がく,"학, 학문","learning, knowledge",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
額,がく,"이마, 액, 액자",amount; frame,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
覚悟,かくご,각오,"resolution, resignation, readiness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
確実,かくじつ,확실,"certainty, reliability, soundness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
学者,がくしゃ,학자,scholar,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
学習,がくしゅう,"학습, 지적 프로그래밍","study, learning",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
隠す,かくす,"숨기다, 감추다","to hide, to conceal",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
拡大,かくだい,"확대, 줌 인","magnification, enlargement",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
確認,かくにん,확인,"affirmation, confirmation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
学問,がくもん,학문,"scholarship, study, learning",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
隠れる,かくれる,숨다,"to hide, to be hidden",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
影,かげ,그림자,"shade, shadow, other side",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
陰,かげ,그늘,"shade, shadow, other side",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
欠ける,かける,"결여되다, 부족하다, 빠지다",to be lacking,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
加減,かげん,"정도, 가감, 가감법",adjustment; addition and subtraction,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
過去,かこ,과거,past,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
籠,かご,바구니,"basket, cage",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
囲む,かこむ,"가두다, 둘러싸다, 에워싸다","to surround, to encircle",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
火災,かさい,"화재, 화염위험성, 화재 위험","conflagration, fire",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重なる,かさなる,"겹치다, 거듭되다","to be piled up, lie on top of one another",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重ねる,かさねる,"되풀이하다, 겹치다, 쌓아 올리다","to pile up, to put something on another, to heap up",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
飾り,かざり,"꾸밈, 장식, 장식품",decoration,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
貸し,かし,"빌려 줌, 꾸어 줌","loan, lending",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
菓子,かし,"과자, 과자점, 과자제조","confectionery, sweet",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
家事,かじ,"가사, 집안일",household matters; housework (same as 家の仕事 (いえのしごと)),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
賢い,かしこい,"똑똑하다, 영리하다","wise, clever, smart",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
歌手,かしゅ,가수,singer,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
稼ぐ,かせぐ,벌다,"to earn income, to labor",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
数える,かぞえる,"세다, 헤아리다, 꼽다",to count,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
型,かた,"형, 틀","mold, model, style",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
肩,かた,어깨,shoulder,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
堅い,かたい,단단하다,"hard, firm, solid",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
硬い,かたい,"딱딱하다, 단단하다, 익화의","hard, firm, solid",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
方々,かたがた,"여러분, 여러분들, 여기저기",persons,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
片付く,かたづく,"정돈되다, 처리되다, 해결되다","to put in order, to solve",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
刀,かたな,"칼, 검","sword, saber",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
語る,かたる,"말하다, 이야기 하다","to talk, to tell, to recite",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
勝ち,かち,"승리, 이김","win, victory",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
価値,かち,"가치, 값어치","value, worth, merit",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
がっかり,がっかり,실망,"feel disappointed, be dejected, lose heart",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
活気,かっき,활기,vigor; liveliness; vitality; energy,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
楽器,がっき,악기,musical instrument,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
学期,がっき,학기,term (school),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
活動,かつどう,활동,"action, activity",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
活躍,かつやく,활약,activity,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
活用,かつよう,"활용, 실용",conjugation; practical use,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
仮定,かてい,가정,"assumption, supposition, hypothesis",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
過程,かてい,과정,process,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
課程,かてい,과정,"course, curriculum",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
悲しむ,かなしむ,슬퍼하다,"to be sad, to mourn for, to regret",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
必ずしも,かならずしも,"반드시 ~인것은 아니다, 반드시","(not) always, (not) necessarily",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
かなり,かなり,"꽤, 상당히","considerably, fairly, quite",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金,かね,"금요일, 돈, 금","gold, metal; money",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
鐘,かね,종,"bell, chime",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
可能,かのう,가능,"possible, practicable, feasible",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
株,かぶ,"그루터기, 주식, 그루",stock; stump (of tree),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
被る,かぶる,"쓰다, 뒤집어쓰다",to wear; to be covered with,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
我慢,がまん,참음,"patience, endurance, perseverance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
神,かみ,"신, 주",god,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
雷,かみなり,"벼락, 천둥, 우레",thunder,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
髪の毛,かみのけ,"머리카락, 머리칼",hair (head),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
科目,かもく,과목,"(school) subject, curriculum, course",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
かもしれない,かもしれない,일지도 모른다,"maybe, perhaps",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
かゆい,かゆい,가렵다,"itchy, itching",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
歌謡,かよう,가요,"song, ballad",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
空,から,"하늘, 허공, 빔",empty,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
殻,から,"껍질, 껍데기","shell, husk, hull",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
刈る,かる,"깎다, 베다","to cut (hair), to mow (grass), to harvest",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
河,かわ,하천,"river, stream",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
皮,かわ,"가죽, 껍질","skin, hide, leather",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
革,かわ,가죽,leather,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
可愛そう,かわいそう,"불쌍함, 불쌍한 모양, 가엾은 모양","poor, pitiable, pathetic",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
可愛らしい,かわいらしい,귀엽다,"lovely, sweet",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
乾かす,かわかす,말리다,to dry,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
渇く,かわく,목이 마르다,to be thirsty,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
代る,かわる,"대신하다, 바뀌다, 변하다","to take the place of, to relieve, to be substituted for",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
缶,かん,"양철 용기, 깡통, 캔","can, tin",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
勘,かん,"육감, 눈치, 직감","perception, intuition, the sixth sense",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
考え,かんがえ,"생각, 종합설계해석시스템","thinking, thought, ideas",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感覚,かんかく,"감각, 촉감각, 접촉감","sense, sensation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
間隔,かんかく,"간격, 스페이스문자, 공간문자","space, interval, SPC",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
観客,かんきゃく,관객,"audience, spectator(s)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
環境,かんきょう,환경,"environment, circumstance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
歓迎,かんげい,환영,"welcome, reception",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
観光,かんこう,관광,sightseeing,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
観察,かんさつ,관찰,"observation, survey",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感じ,かんじ,"느낌, 감","feeling, sense, impression",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感謝,かんしゃ,"감사, 감사하기, 감사를 나타내는","thanks, gratitude",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
患者,かんじゃ,환자,patient,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
勘定,かんじょう,계산,"calculation, counting, consideration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感情,かんじょう,감정,"emotion(s), feeling(s), sentiment",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感じる,かんじる,"느끼다, 여기다","to feel, to sense",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感心,かんしん,감탄,admiration,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
関心,かんしん,관심,"concern, interest",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
関する,かんする,관하다,"to concern, to be related",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
完成,かんせい,완성,"complete, completion; perfection",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
完全,かんぜん,완전,"perfection, completeness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
乾燥,かんそう,건조,"dry, arid, dehydrated",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感想,かんそう,감상,"(one's) impressions, (one's) thoughts",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
感動,かんどう,감동,"being deeply moved, excitement",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
監督,かんとく,"감독, 슈퍼 비전","supervision, control, (movie) director",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
管理,かんり,"관리, 슈퍼 비전","control, management (e.g., of a business)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
完了,かんりょう,"완료, 후속활동, 폴로스루","completion, conclusion",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
関連,かんれん,관련,"relation, connection, relevance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
議員,ぎいん,의원,"member of the Diet, congress, or parliament",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記憶,きおく,"기억, 인간 기억","memory, recollection, remembrance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気温,きおん,"온기, 기온, 공기 온도",temperature (weather - not used for things),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
機械,きかい,"기계, 공작기, 기계 공구","machine, machinery",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
器械,きかい,기계,instrument,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
議会,ぎかい,"의회, 산헤드린","Diet, congress, parliament",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
期間,きかん,기간,"period, term",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
機関,きかん,기관,"engine; institution, organization",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
企業,きぎょう,"기업, 기업조직, 실업 단체","industry, business, undertaking",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
効く,きく,"효과가 있다, 듣다",to be effective,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
期限,きげん,기한,"deadline, term",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
機嫌,きげん,"기분, 비위","humor, temper, mood",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気候,きこう,기후,climate,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
岸,きし,"물가, 해안","bank, coast, shore",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
生地,きじ,"옷감, 본연 그대로의 성질, 천",fabric; dough,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記事,きじ,기사,"article, news story",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
技師,ぎし,기사,"engineer, technician",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記者,きしゃ,기자,reporter,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
傷,きず,"상처, 흠","wound, injury, hurt",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
期待,きたい,기대,"expectation, anticipation, hope",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気体,きたい,기체,"vapor, gas",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
帰宅,きたく,귀가,returning home,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
貴重,きちょう,귀중,"precious, valuable",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
議長,ぎちょう,의장,chairman,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
きちんと,きちんと,"제대로, 똑바로","precisely, accurately",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
きつい,きつい,"심하다, 고되다","tight, close, intense",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気付く,きづく,"깨닫다, 알아차리다, 채다","to notice, to recognize, to become aware of",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気に入る,きにいる,마음에 들다,"to like, to be please",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記入,きにゅう,기입,"entry, filling in of forms",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記念,きねん,"기억, 기념","commemoration, memory",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
機能,きのう,기능,"function, faculty",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気の毒,きのどく,"딱함, 불쌍함, 가엾음","pitiful, a pity",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
寄付,きふ,기부,"contribution, donation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
希望,きぼう,희망,"hope, wish, aspiration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
基本,きほん,"기본, 으뜸","basic, basis",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
決まり,きまり,"정해진 바, 결말, 결정","settlement, conclusion, rule",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
気味,きみ,기미,"-like, -looking, -looked",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
奇妙,きみょう,"기묘, 기묘함, 이상함","strange, queer, curious",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
義務,ぎむ,의무,"duty, obligation, responsibility",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
疑問,ぎもん,"의문, 의문법","question, problem, doubt",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
逆,ぎゃく,"반대, 거꾸로임","reverse, opposite",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
キャプテン,キャプテン,"캡틴, 주장, 통솔자",captain,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
キャンプ,キャンプ,캠프,camp,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
旧,きゅう,"옛, 구",ex-,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
級,きゅう,급,"class, grade, rank",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
球,きゅう,"공, 구","globe, sphere, ball",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
休暇,きゅうか,"휴가, 무급휴가, 휴직","vacation, holiday, day off",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
休憩,きゅうけい,"휴게, 휴식","rest, break, intermission",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
急激,きゅうげき,급격,"sudden, precipitous, radical",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
吸収,きゅうしゅう,"흡수, 유전체 흡수","absorption, suction",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
救助,きゅうじょ,구조,"relief, aid, rescue",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
急速,きゅうそく,급속,"rapid (e.g., progress)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
休息,きゅうそく,휴식,"rest, relief, relaxation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
急に,きゅうに,갑자기,suddenly,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
給料,きゅうりょう,"급료, 급여지급표, 월급지불수표","salary, wages",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
器用,きよう,"재주가 좋음, 재주, 약삭빠름","skillful, handy",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
教科書,きょうかしょ,교과서,textbook,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
競技,きょうぎ,경기,"game, match, contest",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
行儀,ぎょうぎ,"예절, 예의범절",manners,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
供給,きょうきゅう,공급,"supply, provision",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
教授,きょうじゅ,교수,"teaching, instruction; professor",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
強調,きょうちょう,강조,"emphasis, stress, stressed point",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
共通,きょうつう,공통,"commonness, mutual",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
共同,きょうどう,"공동, 협업, 상호협력","cooperation, association, collaboration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
恐怖,きょうふ,"공포, 두려움, 진전운동","fear, terror",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
協力,きょうりょく,"협력, 협조","cooperation, collaboration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
強力,きょうりょく,"강력, 하이 파워, 대출력의","powerful, strong",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
許可,きょか,"허가, 그렇게 말한다","permission, approval",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
局,きょく,국,"office, bureau, station(TV, radio)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
巨大,きょだい,거대,"huge, gigantic, enormous",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
嫌う,きらう,싫어하다,"to hate, to dislike, to loathe",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
霧,きり,안개,"fog, mist",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
切れ,きれ,"조각, 토막, 헝겊","cloth, piece, cut",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
切れる,きれる,"끊어지다, 끊기다","to cut well, to be sharp; to break (off)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
記録,きろく,"기록, 쓰기 모드, 기록모드","record, minutes, document",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
議論,ぎろん,"의논, 논의, 판론을하다","argument, discussion, dispute",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
銀,ぎん,은,silver,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
禁煙,きんえん,금연,No Smoking,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金額,きんがく,"금액, 액수, 에이 마운트",amount of money,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金庫,きんこ,금고,"safe, vault",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
禁止,きんし,"금지, 금지나 다름없는","prohibition, ban",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金銭,きんせん,"금전, 돈, 적금","money, cash",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金属,きんぞく,"금속, 불용성염 전극, 뮤우메탈",metal,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
近代,きんだい,근대,modern times,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
緊張,きんちょう,"긴장, 슈파능크","tension, mental strain, nervousness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
筋肉,きんにく,근육,"muscle, sinews",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
金融,きんゆう,"금융, 자금 융통","finance, money and banking",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
句,く,"글의 구절, 구",phrase,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食う,くう,먹다,(male) (vulg.) to eat,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
偶然,ぐうぜん,"우연, 우연히","(by) chance, unexpectedly",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
臭い,くさい,"구리다, 냄새가 나다, 풍기다","stinky, smelly, bad-smelling",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
鎖,くさり,사슬,chain,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
腐る,くさる,썩다,"to rot, to go bad",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
癖,くせ,버릇,"a habit (often a bad habit), peculiarity",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
管,くだ,"관, 대롱","pipe, tube",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
具体,ぐたい,구체,"concrete, tangible, material",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
